title;link;downloaded;notesTaken
"Finitions extérieures des fenêtres en aluminium - LPMDP #75";"https://www.youtube.com/watch?v=9ab7Ib_ANO4";false;false
"Plieuse à tôle rapide et pas cher - LPMDP #75 Bonus";"https://www.youtube.com/watch?v=NFLCjmHH2Yg";false;false
"Pose de volet roulant coffre non apparent sur une MOB - LPMDP #76";"https://www.youtube.com/watch?v=9tDMpi4oimM";false;false
"Grilles d'aération des sous faces et insectes volants - LPMDP #73 Bonus";"https://www.youtube.com/watch?v=3QfjbUkGa48";false;false
"Seuil de baie vitrée sur dalle bois - LPMDP #77";"https://www.youtube.com/watch?v=wG-7Hds2XtU";false;false
"Visite de potager hivernal / automnal Octobre - Potalive #3";"https://www.youtube.com/watch?v=cHD_ezL-000";false;false
"Construire un escalier d'extérieur - LPMDP #78";"https://www.youtube.com/watch?v=5LlpZH91tUI";false;false
"Plein de changements pour la suite ! - Vlog #5";"https://www.youtube.com/watch?v=GHPQdG82hZs";false;false
"Conseils autoconstruction #1 - Les outils";"https://www.youtube.com/watch?v=4id4fS3gndc";false;false
"Comment organisation un chantier ? - Conseils autoconstruction #2";"https://www.youtube.com/watch?v=EL0d0T72XVY";false;false
"Rester motiver sur un chantier - Conseils autoconstruction #3";"https://www.youtube.com/watch?v=BX0IBwElpOo";false;false
"Comment organiser son autoconstruction avec son travail - Journée TOP";"https://www.youtube.com/watch?v=wygONhbv8mM";false;false
"Journée type d'un autoconstructeur";"https://www.youtube.com/watch?v=7StgBnSK468";false;false
"Comment NE PAS organiser sa journée d'autoconstruction - Journée FLOP";"https://www.youtube.com/watch?v=V0Hq1E7mvsA";false;false
"Bruit de la pluie sur le bacacier, agrandissement et cuisine aménagé - RDV Pingouins #1";"https://www.youtube.com/watch?v=mG9fDznYw3c";false;false
"Quel budget pour une maison en autoconstruction ? VS artisans - Conseils autoconstruction #4";"https://www.youtube.com/watch?v=dZFrdRSbfDU";false;false
"Quels matériaux choisir pour la construction d'une maison - Conseils d'autoconstruction #5";"https://www.youtube.com/watch?v=QnKVnYLagFY";false;false
"Nos erreurs d'autoconstructeurs et nos choix techniques - Conseils d'autoconstruction #6";"https://www.youtube.com/watch?v=zvTIQ4lnLGk";false;false
"UN COUPLE D'INFORMATICIENS CONSTRUIT UNE MAISON EN BOIS !!";"https://www.youtube.com/watch?v=8iL8mlTTzHc";false;false
"Autoconstruction d'une maison en ossature bois en un claquement de doigts";"https://www.youtube.com/watch?v=PE7tWBDFeuc";false;false
"Tente de stockage - LPMDP S2#1";"https://www.youtube.com/watch?v=zfWpZphUNYs";false;false
